Title,Yapımşirketi,Yönetmen,Sezonsayısı,Tür,Kanal,Başrol,Başlangıç_Yılı
Düşler ve Umutlar,Limon Film,Serpil Kurtça,1,Dram,FOX,Berkehan Tüter - Mustafa Uğurlu - Çağdaş Onur Öztürk - Denise Capezza - Elçin Sangu - Korel Cezayirli,2014
Papatyam,Mint Prodüksiyon,Bora Tekay,4,Aile - Komedi,Star TV,Metin Akpınar - Nilgün Kasapbaşoğlu - Deniz Oral -,2009
Kurşun Bilal,J Plan,Hasan Karacadağ,1,Polisiye - Dram,atv,Gökhan Mumcu - Arda Kural - Leyla Göksun - Sefa Zengin - Levent Sülün - Barkın Bayoğlu - Cem Kurtoğlu - Koray Kadirağa - Umut Demirdelen - Sevinç Erol - Kahraman Sivri - Bertan Ceylan - Müge Uyar - Uğur Taşdemir - Önder Keskin - Fatma Kabasakal - Nevzat Yılmaz - Hakan Gökhan Erdil - Hande Kaptan - Burak Orhan Yüzüak,2011
Böyle mi Olacaktı,Erler Film,Ümit Efekan - Temel Gürsu - Şahin Gök,6,Dram - Aile - Gençlik,atv,Açelya Akkoyun - Berna Laçin - Hande Ataizi,1997
Güllerin Savaşı,Medyapım,Emre Kabakuşak,2,Dram,Kanal D,Damla Sönmez - Barış Kılıç - Canan Ergüder,2014
Al Yazmalım,Ay Yapım,Ali Bilgin,1,Aşk - Dram,atv,Seçkin Özdemir - Özge Özpirinçci - Barış Falay - Nesrin Cavadzade - Saygın Soysal - Ahmet Saraçoğlu - Gözde Kansu - Zeynep Eronat - Macit Koper,2011
Yeter,Koliba Film,Tarkan Karlıdağ - Cemal Şan - Kemal Uzun,2,Dram,atv,Pelin Karahan - Yurdaer Okur - Ekin Türkmen - Wilma Elles - Rüçhan Çalışkur - Hazım Körmükçü - Mustafa Mert Koç,2015
Taşların Sırrı,Star 1,Yusuf Kurçenli,1,Gizem kurgu - Fantezi - Macera,Star TV,Tarık Akan - Ayşegül Aldinç - Merih Akalın - Tuncer Necmioğlu - Bilge Zobu - Ali Çoban - Coşkun Göğen - Menderes Samancılar,1992
Acayip Hikayeler,Acayip Medya,Soykut Turan - Veli Çelik - Mustafa Altıoklar,1,Fantastik - Gerilim - Korku filmi - Bilimkurgu,Star TV,Haluk Bilginer - Şevval Sam - Altan Erkekli - Begüm Akkaya - Cem Özer - Fatih Dönmez - Irmak Ünal - Kaan Urgancıoğlu - Tamer Karadağlı - Gülşah Şahin - Levent Üzümcü - Yeşim Büber - İdil Fırat - Jess Molho - Sermet Yeşil - Ayşegül Akdemir - Beril Kayar - Ayla Arslancan - Ferdi Sancar - Bülent Polat - Murat Çekem - Özlem Tekin,2012
Kollama,Samanyolu TV,Cemile Kırmızı Karadaş  -  Ercan Durmuş  -  Gül Güzelkaya  -  Ömer Gökhan Erkut  -  Cem Akyoldaş  -  Taner Tunç  - Barış Yöş,4,Polisiye - Aksiyon - Dram,Samanyolu TV,Mehmet Özgür - Orhan Bıyıklı - Eşref Kolçak - Serhan Süsler - Ertan Kılıç - Osman Kot - Okay Şenol - Enis Yıldız - Cevher Hikmet Güzey - Hüseyin Köroğlu - Reha Taşman - Ali Başar - Gökçer Genç,2008
Menekşe İle Halil,Ay Yapım,Uluç Bayraktar,1,Aşk - Drama,Kanal D,Kıvanç Tatlıtuğ - Sedef Avcı -,2007
Yaz'ın Öyküsü,D Productions,Yağız Alp Akaydın,1,Aşk - Gençlik,Kanal D,Ece Çeşmioğlu - Vildan Atasever - Tansel Öngel - Çağdaş Onur Öztürk - Tarık Özcan Ündüz,2015
Gönül Ferman Dinlemiyor,EBS Production,Şenol Sönmez,1,Komedi,Show TV,Engin Şenkan - Melek Baykal - Oktay Dener - Altan Karındaş - Türkü Turan - Mehmet Ali Kaptanlar - Ceren Soylu - Mehtap Bayri - Nail Kırmızıgül,2010
Küçük Kıyamet,Limon Yapım,Hasan Kıraç,2,Drama - Dini,Samanyolu TV,Emrah Girgin - Reha Yeprem,2012
Asi,Sis Yapım,Cevdet Mercan,2,Dram - Romantik,Kanal D,Tuba Büyüküstün - Murat Yıldırım - Çetin Tekindor - Nur Sürer - Tuncel Kurtiz - Selma Ergeç,2007
Hayat Sevince Güzel,Limon Film,Eray Koçak,1,Komedi,FOX,Ekin Mert Daymaz - Algı Eke - Burak Çelik,2016
Canısı,Gold Film,Temel Gürsu,1,Dram - Macera,Show TV,İbrahim Erkal - Emine Ün - Yusuf Çetin - Sevtap Parman - Tanju Gürsu - Sedef Bildik - Canan Perver - Kuzey Vargın - Nur Subaşı - Murat Soydan - Engin Koç,1997
Kanun Savaşçıları,TRT,Emin Gerçeker,1,Aksiyon - Macera - Polisiye,TRT 1,Serdar Gökhan - Eşref Kolçak - Özlem Savaş - Yusuf Sezgin - Savaş Akova - Orsel Sonat - Sermin Karaali - Perin Karaali - Tanju Şarman,1989
Sıcak Saatler,Sinegraf  (1-17) Detay Film,Osman Sınav -  (1-13) - Mustafa Şevki Doğan -  (14-28) - Sadullah Celen -  (29-30) - Veli Çelik -  (30-67)  - Mehmet Aslantuğ -  (67-80),3,Dram - Duygusal - Macera - Polisiye,atv,Mehmet Aslantuğ - Arzum Onan - Nihat Nikerel - Kenan Işık - Aytaç Yörükaslan - Sevda Ferdağ,1997
Kırık Kanatlar,Avşar Film,Çağatay Tosun - Faruk Teber - Temel Gürsu - Haluk Bener - Cevdet Mercan,2,Dram,Kanal D,Mehmet Ali Nuroğlu - Özge Özberk - Cansel Elçin - Begüm Birgören - Şemsi İnkaya - Saygın Soysal - Türkü Hazer - Sermiyan Midyat - Tolga Tecer - Tanju Gürsu - Cengiz Sezici - Beyazıt Gülercan - Şebnem Doğruer,2006
İki Aile,D Productions,Nursan Esenboğa - (1-24) - Metin Günay -  (25-52) - Yıldız Hülya Bilban -  (53-93),2,Komedi - Aile,Star TV,Emre Kınay - İclal Aydın,2006
Altın Kızlar,Play Prodüksiyon,Levent Demirkale,1,Komedi,atv,Nevra Serezli - Cansu Dere - Türkân Şoray - Fatma Girik - Tamer Karadağlı - Sümer Tilmaç,2009
Yamak Ahmet,Okur Film,Hakan Arslan - Günay Günaydın,2,Tarihî,TRT 1,Ferit Aktuğ - Kemal Uçar - Başak Parlak - Emrah Elçiboğa - Emin Gürsoy - Yusuf Atala - Betül Şahin - Birsen Dürülü - Tarık Şerbetçioğlu - Mafta Güney - Mustafa Turan - Yavuz Topoyan - Alay Cihan - Metin Yıldırım - Yunus Emre Kılınç - Burhan Yıldız - Uğur Arslanoğlu - Gaye Turgut,2011
Kurt Kanunu,Pana Film,Yasin Uslu,1,Tarihî - Dram - Macera,TRT 1,Ümit Acar - Ali Başar - Pelin Akil - Bahar Kerimoğlu - İlker Kızmaz,2012
Gül ve Diken,Kemal Film,Osman F. Seden,1,Romantik - Duygusal,Star TV,Aydan Şener - Murat Parasayar - Müge Arda - Tomris Oğuzalp - Ozan Bilen,1994
Fırıldak Ailesi,Grafi2000,Ömer Sinir,3,Komedi,Star TV -    -  grafi2000  - Youtube -  kanalı   -  tv2   - TV8,Bülent Kayabaş - Demet Akbağ - Gülen Karaman - Tülay Bursa,2013
Kızıl Elma,Sinegraf,Mustafa Şevki Doğan,2,Aksiyon - Kurgu,TRT 1,Furkan Palalı - Pelin Akil - Aslıhan Güner - Burak Sergen - Zeynep Eronat - Erdal Cindoruk,2014
Boşgezen ve Kalfası,Ortaoyuncular,Ferhan Şensoy,1,Komedi,Flash TV,Ferhan Şensoy - Suna Pekuysal - Derya Baykal - Rasim Öztekin - Tarık Pabuçcuoğlu - Levent Ünsal - Settar Tanrıöğen - Şükran Dedeman - Pınar Alsan,1995
Huzur Sokağı,Set Film  (2012-2013)  atv İç Yapımlar  (2013-2014),Şenol Sönmez,2,Dram,atv,Selin Demiratar - Ahmet Kutsi Karadoğan - Güven Hokna - Sinem Öztürk - Gökhan Mete - Yeşim Salkım,2012
Bir Aşk Hikayesi,MF Yapım,Barış Yöş -  (1-22) - Murat Onbul -  (23-36),1,Aşk - Dram,FOX,Seçkin Özdemir - Damla Sönmez,2013
Hayat Bilgisi,Süreç Film,Tarkan Karlıdağ,4,Gençlik - Komedi - Aile,Kanal D -   - Show TV,Perran Kutman - Tarık Pabuççuoğlu - Kerem Kupacı,2003
Mahallenin Muhtarları,Replik Yapım,Oğuz Yalçın - Filiz Kaynak - Avni Kütükoğlu - Nursan Esenboğa,10,Aile,Kanal 6 -   - atv -   - Kanal D -   - Star TV,Aydan Burhan - Erkan Can - Cihat Tamer - Işık Aras - Goncagül Sunar - Esra Akkaya - Nedret Özbek - Leman Çıdamlı - Filiz Taçbaş,1992
Tatil Aşkları,Star TV,Oğuz Yalçın,1,Komedi,Star TV,Seray Sever - Nilgün Belgün - Ercan Yazgan,2004
Kuzey Rüzgârı,Duka Film,Mustafa Şevki Doğan,1,Aşk - Mafya,Show TV,Kadir İnanır - Oktay Kaynarca - Ebru Kocaağa - Çağla Kubat - Selçuk Yöntem ,2007
İnadına Yaşamak,Süreç Film,Serdar Akar,1,Dram - Romantik,Kanal D,Sanem Çelik - Oktay Kaynarca - Murat Ünalmış,2013
Küçük Ağa,Erler Film,Aysun Akyüz - Erol Özlevi,2,Aile - Komedi,Kanal D,Birce Akalay - Emir Berke Zincidi - Sarp Levendoğlu - Zeki Alasya,2014
Saygılar Bizden,Bugay Yapım,Zeki Ökten,1,Dram - Komedi - Politika,InterSTAR,Kemal Sunal - Jülide Kural - Selma Tarcan - Yaman Tarcan - Nur Gürkan - Alev Oraloğlu - Tuncer Necmioğlu - Zafer Algöz - Yaman Okay - Güler Ökten - Ozan Bilen - Orhan Çağman - Kutay Köktürk - Erdinç Dinçer,1992
Hayat Şarkısı,Most Production,Cem Karcı,2,Dram - Romantik - Aile,Kanal D,Burcu Biricik - Birkan Sokullu - Ahmet Mümtaz Taylan,2016
Eşkıya Dünyaya Hükümdar Olmaz,atv,Onur Tan -  (1-199)  - Zübeyr Şaşmaz -  (140-199)  - Baran Özçaylan -  (140-199),6,Aksiyon - Suç - Dram,atv,Oktay Kaynarca -  Deniz Çakır -  Müjde Uzman -  Yunus Emre Yıldırımer -  Ozan Akbaba -  Tarık Ünlüoğlu,2015
Evlerden Biri,Koliba Film,Bahadır İnce,1,Dram,Star TV,Ceyda Ateş - Özgür Çevik - Barış Aytaç - Şemsi İnkaya,2012
Kertenkele,Yapım Atölyesi,"Kartal Çidamlı -  (1-7, 72-76) - Metin Balekoğlu - (8-22) - Murat Onbul -  (23-34) - Cem Tabak -  (35-41) - Hakan Arslan -  (42-71) - Canan Çelik -  (74-85) - Gülbin Aydın -  (76-85)",3,Komedi - Aşk - Aksiyon - Polisiye - Dram,atv -    - a2,Ahmet Kayakesen - Asena Tuğal - Fatih Doğan - Dilşad Şimşek - Turabi Çamkıran - Eski başroller - Timur Acar - Sera Tokdemir - Erdinç Gülener - Sinan Çalışkanoğlu - Umut Oğuz - Bihter Dinçel - Eda Özerkan - Şemsi İnkaya - Yıldırım Memişoğlu,2014
Reis,Most Production,Sadullah Celen,1,Dram - Aşk - Romantik - Aile,atv,Mehmet Âkif Alakurt - Melisa Sözen - Şükran Ovalı,2011
Bu Kalp Seni Unutur mu?,Sis Yapım,Aydın Bulut,1,Politik - Dram,Show TV,Bülent İnal - Melis Birkan - Berrak Tüzünataç - Okan Yalabık - Saygın Soysal - Tuba Ünsal - Tansel Öngel - Bülent Alkış - Engin Hepileri - Tuğçe Kumral - Hale Soygazi - Salih Güney - Fatih Dönmez,2009
Kurşun Yarası,Avşar Film,Sadullah Celen - Özer Kızıltan,2,Dram,atv,Berdan Mardini - Gerçek Sağlar - Bülent İnal - A. Yavuz Sepetçi - Ayçin İnci - Avni Yalçın - Ahmet Mümtaz Taylan - Nur Sürer - Emrah Elçiboğa - Mehmet Akan - Mesut Akusta - Ali Kırca - Fikret Hakan,2003
Gerçek Kesit,Flash TV,Erbay Gül,13,Gerilim - Aksiyon - Dram - Absürt komedi,Flash TV,Cahit Kaşıkçılar - Cevat Dinçer - Mehmet Vanlıoğlu,1993
Unutulmaz,Stil Medya,Ersoy Güler - Cem Tabak - Şenol Sönmez,2,Dram - Üzüntü,atv,Serhan Yavaş - Sinem Öztufan - Özlem Yılmaz - Nihat Altınkaya,2009
6 Mantı,ARC Film,Ahmet Katıksız - Yahya Samancı,2,Komedi - Aile,TRT 1,Burcu Binici - İnan Ulaş Torun,2012
Bez Bebek,Focus Film,Serpil Kurtça,3,Çocuk - Fantastik - Komedi - Dram,FOX,Evrim Akın - Tan Sağtürk - Alpay Atalan - Fatoş Kabasakal - Reyhan Asena Keskinci - Ege Tanman - Oya Aydoğan - Sibel Kasapoğlu - Mehmet Usta - Sevinç Aktansel,2007
Hanımın Çiftliği,Gold Film,Faruk Teber,2,Dram,Kanal D,Mehmet Aslantuğ - Özgü Namal - Ebru Özkan - Caner Cindoruk - Mehmet Çevik - Necip Memili - Gözde Kansu - Hakan Boyav - Mehmet Ali Oral - Can Kolukısa - Ali Düşenkalkar - İmer Özgün - Haki Biçici - Barış Çakmak - Fikret Kuşkan -,2009
Şen Yuva,BKM,Hakan Algül,2,Komedi - Aile,atv -    - FOX,Ceyda Düvenci - Levent Üzümcü - Ayşegül Atik - Altan Erkekli - Alper Kul,2010
Kınalı Kar,Yağmur Ajans,Taner Akvardar,3,Dram,Kanal D,Emrah - Özlem Conker - Engin Şenkan - Mustafa Avkıran,2002
Her Şey Yolunda,Limon Film,Ömer Uğur,1,Polisiye - Komedi,Show TV,İpek Tuzcuoğlu - Bülent Alkış - Aslıhan Güner - Burçin Abdullah - Bora Akkaş - Gökhan Alkan - Aykut Taşkın - Berk Atan - Arzu Oruç - Barış Çelikkol - Emre Büyükpınar - Ferzan Hekimoğlu - Melisa Toros - Cezmi Baskın - Murat Akkoyunlu - Tuğçe Kurşunluoğlu,2013
Ben de Özledim,Eflatun Film,Onur Ünlü - Erkan Tunç,1,Absürt komedi,Star TV,Ali Atay - Serkan Keskin - Osman Sonant,2013
Tatar Ramazan,TMC Film,Cevdet Mercan,2,Dram - Aşk - Tarihî - Gerilim - Suç,atv,Bülent İnal - Burak Yamantürk - Burcu Kara - Özge Özpirinçci - Osman Soykut - Umut Karadağ - Şebnem Hassanisoughi - Demir Karahan - Ahmet Mekin - Vedat Erincin - Ayla Arslancan - Nur Sürer - Türkü Turan - Umut Kurt - Volga Sorgu - Taner Ölmez - Tugay Mercan - Sezai Altekin - Mehmet Ali Nuroğlu - Saygın Soysal - Cemal Hünal - Emre Melemez - Hikmet Karagöz - ve - Turgay Kantürk - Kanbolat Görkem Arslan - Serdal Genç - Kadim Yaşar - Erol Gedik - Görkem Türkeş - Bekir Hakan Ünverdi - Hasan Say - Recep Yener - Tamer Yiğit - Hande Erçel,2013
Roman  Havası,Erler Film,Hakan Arslan,1,Komedi - Romantik - Aile,Show TV,Oya Başar - Levent Ülgen - Petek Dinçöz - Erkan Şahin - Cezmi Baskın - Günay Karacaoğlu - Lalizer Kemaloğlu - Boğaç Aksoy - Gökhan Şahin - Gülay Baltacı - Mehtap Ar - Hakan Dülger - Çiğdem Aygün - Galip Erdal - Mesut İzgi,2014
Adını Feriha Koydum,Medyapım,Merve Girgin - Neslihan Yeşilyurt,2,Aşk - Drama,Show TV -   - teve2 -  -10 Ekim 2016-günümüz,Vahide Perçin - Hazal Kaya - Çağatay Ulusoy - Metin Çekmez - Deniz Uğur - Yusuf Akgün - Ceyda Ateş - Barış Kılıç,2011
Baba Candır,MF Yapım,Yusuf Pirhasan -  (1-33) - Murat Onbul -  (34-41) - Emre Kabakuşak -  (42-48) - Çağrı Bayrak -  (49-66),2,Komedi - Aile,TRT 1,Settar Tanrıöğen - Uraz Kaygılaroğlu - Berna Koraltürk - Melis Tüzüngüç - Özgün Karaman,2015
Cesur ve Güzel,Ay Yapım,Ali Bilgin,1,Dram - Romantik,Star TV,Kıvanç Tatlıtuğ - Tuba Büyüküstün,2016
Küçük Gelin,Ser Film,Naci Çelik Berksoy,3,Aile - Dram,Samanyolu TV,Çağla Şimşek - Gözde Mukavelat - Orhan Şimşek - Bengi Öztürk Akkaya - Arda Esen - Ufuk Şen - Sema Aybars - Ali Çakalgöz - Arif Selçuk - Ece Okay - Melda Arat - Devrim Atmaca - Melissa Yıldırımer - Gökhan Şahin - Yağmur Kar - Burcu Yüce - Burcu Adal Köse - Helin Melike Çal - Sabri Özmener - Onurcan Kırşan - Tayfun Sav - Ece Baykal - Elif Verit,2013
Aşk Yakar,Avşar Film,Mehmet Ulukan,1,Dram - Komedi,Kanal D,Özcan Deniz - Meltem Cumbul,2008
Sağır Oda,Proje-ct Prodüksiyon,Serdar Akar -  (1-6) - Onur Tan -  (6-34),1,İstihbarat - Aksiyon,Kanal D,Orhan Kılıç - Çağla Kubat - Engin Cezzar - Mahir Günşiray - Arsen Gürzap,2006
Kırmızı Işık,TRT,Hilmi Akyalçın,1,Eğitim,TRT 1,Cüneyt Arkın - Tolga Savacı - Meral Orhonsay - Bahadır Tok - Meltem Ören - Fatma Belgen - Kemal İnci - Muhammet Taflan - Ahmet Vuran,2008
Kapalıçarşı,TMC,Yasin Uslu,2,Macera - Komedi,atv,Nejat İşler - Olgun Şimşek - Aslı Tandoğan - Tülin Özen - Mert Fırat - Erkan Can - Selen Seyven - Engin Altan Düzyatan - Zeynep Eronat,2009
Şubat,Eflatun Film,Volkan Kocatürk,1,Dram,TRT 1,Alican Yücesoy - Melisa Sözen - Musa Uzunlar - Serkan Ercan - Özkan Uğur,2012
Kampüsistan,D Productions,Uluç Bayraktar,2,Dram - Gençlik,Kanal D,Kaan Urgancıoğlu - Göksun Çam - Burak Altay - Tuğçe Kazaz - İpek Değer - Engin Hepileri - Irmak Ünal - Ekim Mağden - Aylin Kontente - Elif Akşar - İstemihan Tuna,2003
Kezban Yenge,Kanal 7,Hilal Saral,2,Komedi - Dram,Kanal 7,Parkan Özturan - Ege Tanman - Nurcan Elver - Şensel Uykal,2005
Deli Saraylı,Süreç Film,Aydın Bulut,1,Komedi - Tarihî,Show TV,Perran Kutman - Çetin Tekindor - Köksal Engür - Ünal Silver - Öner Erkan - Akın Saatçi - Özge Özpirinçci - Melis Birkan - Tatsyana Tsvikeviç - Kenan Ece - Ani İpekkaya,2010
Öyle Bir Geçer Zaman ki,D Productions,Zeynep Günay,3,Dram,Kanal D,Erkan Petekkaya -  Ayça Bingöl -  Wilma Elles,2010
Tatlı Küçük Yalancılar,O3 Medya,Cem Karcı,1,Dram - Psikolojik - Gerilim,Star TV,Şükrü Özyıldız - Bensu Soral - Büşra Develi - Melisa Şenolsun - Dilan Çiçek Deniz - Beste Kökdemir,2015
Lise Defteri,Statü Yapım,Mustafa Altıoklar,1,Gençlik - Komedi - Dram,Kanal D,Ece Erken - Emre Altuğ - Arda Kural - Selin Demiratar,2003
Yedi Güzel Adam,Pusula Film,Adnan Güler,2,Tarihi - Gençlik - Aşk - Dram,TRT 1,Uraz Kaygılaroğlu - Baran Akbulut - Yıldız Çağrı Atiksoy - Kemal Uçar - Orhan Kanalp - Mertcan Sevimli - Yiğit Çakır - Çağdaş Tekin - Kenan Bal - Bora Cengiz - Fatih Murat Teke - Şahika Koldemir - Pınar Gök,2014
Sevdam Alabora,Endemol Shine Turkey,Aydın Bulut,1,Dram,atv,Kadir Doğulu - Elçin Sangu - İlker Kızmaz - Gökçe Yanardağ - Başak Parlak - Sacide Taşaner - Mutlu Güney - Mustafa Avkıran - Ümit Acar - Mehmetcan Mincinozlu - Fırat Can Aydın,2015
Son,Ay Yapım,Uluç Bayraktar,1,Dram,atv,Engin Altan Düzyatan - Nehir Erdoğan - Erkan Can - Berrak Tüzünataç - Yiğit Özşener,2012
Seviyor Sevmiyor,MF Yapım,Yusuf Pirhasan,1,Romantik komedi - Gençlik,atv,Zeynep Çamcı - Gökhan Alkan - Gonca Sarıyıldız - Yiğit Kirazcı,2016
Kurt Seyit ve Şura,Ay Yapım,Hilal Saral,2,Drama - Tarihî,Star TV,Kıvanç Tatlıtuğ - Farah Zeynep Abdullah - Birkan Sokullu - Fahriye Evcen - Ushan Çakır - Elçin Sangu,2014
Yunus Emre: Aşkın Yolculuğu,Tekden Film,Kamil Aydın -  (1. sezon) - Emre Konuk -  (2. sezon),2,Tarihî - Kurgu - Dram - Dinî,TRT 1,Yusuf Gökhan Atalay - Payidar Tüfekçioğlu - Baran Akbulut,2015
Babam Sınıfta Kaldı,Tükenmezkalem Film,Kartal Çidamlı,1,Komedi - Gençlik,FOX,Cem Davran - Melis Tüzüngüç - Mesut Yar - Defne Samyeli,2013
Marziye,Yağmur Ajans,Taner Akvardar - Melih Gülgen - Erdoğan Tokatlı - Avni Kütükoğlu,2,Dram,TGRT,Kadir İnanır - Gülben Ergen,1998
Dedektif Memoli,Süreç Film,Tayfun Güneyer,1,Polisiye - Macera,TNT,Emre Kızılırmak - (Memoli) - Burcu Esmersoy - (Zeynep) - Özlem Yılmaz - (Ezo) - Demir Karahan - Ünal Yeter - Barış Başar,2011
Geniş Zamanlar,Koliba Film,Serdar Akar,1,Dram,Star TV,Zuhal Olcay - Özge Özberk - Oktay Kaynarca,2007
Bizim Mahalle,TRT,Ülkü Erakalın - Tulip Karamanbey - Temel Gürsu - Tangör Toydemir - Ayhan Önal,8,Aile - Komedi - Macera,TRT 1,Neslihan Acar - Osman Yağmurdereli - Üstün Asutay - Neriman Köksal - Nilgün Belgün - Meltem Ören - İlhan Daner,1994
Acı Aşk,TMC Film,Çağatay Tosun,1,Aşk - Dram,Show TV,Seçkin Özdemir - Selin Şekerci - Sezgi Sena Akay - Alperen Duymaz - Hüseyin Avni Danyal - Neriman Uğur - Erkan Can,2015
Seni Çok Özledim,ADA Film,Dilek Gökçin,1,Dram,Kanal D,Zuhal Olcay - Tuba Ünsal - Kaan Urgancıoğlu - Ege Aydan - Emre Kınay - Mahir Günşiray - Ali Düşenkalkar - Erdal Beşikçioğlu - Rıza Kocaoğlu - Sezgi Mengi - Bilge Şen - Avni Yalçın - Kürşat Alnıaçık - Saydam Yeniay,2005
Heredot Cevdet Saati,Staff Film,Özgür Pak,2,Komedi - Drama,TRT 1,Hasan Kaçan - Fatih Kaçan,2015
Çalıkuşu,Tims Productions,Çağan Irmak - Doğan Ümit Karaca,1,Drama,Kanal D,Fahriye Evcen - Burak Özçivit,2013
Kader Çizgisi,Ser Film,Taner Tunç,1,Dram,Samanyolu TV, Yunus Günçe - Uğur İzgi - Bilge Parlak - Oğuz Oktay,2010
Elveda Derken,Yağmur Ajans,Hilal Saral Ünalan,2,Dram,Kanal D,Ece Uslu - Gökhan Tepe - Burcu Kara - İncilay Şahin - Sinan Sümer - Tansel Öngel - Aydan Kaya - Fatma Karanfil - Sait Genay - Seda Güven,2007
Umutsuz Ev Kadınları,Medyapım Abc Studios,Özlem Bayşu Ünlü  -  Barış Erçetin,3,Komedi-drama - Suç - Pembe dizi,Kanal D -    - FOX,Songül Öden - Bennu Yıldırımlar - Ceyda Düvenci - Özge Özder - Evrim Solmaz - Deniz Uğur,2011
Zeliha'nın Gözleri,Altıoklar Film,Filiz Kaynak - Ömer Uğur,1,Macera - Fantezi,Star TV,Sarp Levendoğlu - Emel Çölgeçen,2007
Bir Filiz Vardı,TRT,Feyzi Tuna,1,Duygusal - Aile - Komedi,TRT 1,Özgü Namal - Müge Oruçkaptan - Nihan Durukan - Menderes Samancılar - Nükhet Egeli - Savaş Akova - Özlem Saraç - Alper Yakıcı,2001
Asla Vazgeçmem,Gold Film,Nihat Durak - Aysun Akyüz - Eda Teksöz,3,Aşk - Drama,Show TV,Tolgahan Sayışman - Amine Gülşe - Şafak Pekdemir - Ümit Yesin - Ayşegül Günay - Hülya Gülşen Irmak - Tugay Mercan - Taner Rumeli,2015
Eşref Saati,Pana Film,Ümit Volkan,2,Komedi,Kanal D,Tuluğ Çizgen - Cihat Tamer - Suna Yıldızoğlu - Suat Sungur - Arzu Atalay - Hadi Çaman,1993
